empnumber,first,last,display,email,samaccountname,street,city,state,zip,country,phone,Company
225866,Abdiel,Conrad,Abdiel Conrad,Abdiel.Conrad@eu.contoso.com,225866,358 5th Street North,West Chester,PA,19380,US,5555712547,ContosoEU
111314,Jasmin,Whitney,Jasmin Whitney,Jasmin.Whitney@eu.contoso.com,111314,859 Riverside Drive,Deland,FL,32720,US,5557984543,ContosoEU
393775,Kiley,Bray,Kiley Bray,Kiley.Bray@eu.contoso.com,393775,358 5th Street North,West Chester,PA,19380,US,5558829413,ContosoEU
611941,Savanna,Snyder,Savanna Snyder,Savanna.Snyder@eu.contoso.com,611941,653 Henry Street,Highland Park,IL,60035,US,5555718295,ContosoEU
663560,Amani,Pham,Amani Pham,Amani.Pham@eu.contoso.com,663560,358 5th Street North,West Chester,PA,19380,US,5552006958,ContosoEU
505170,Ryder,Norris,Ryder Norris,Ryder.Norris@eu.contoso.com,505170,112 Front Street,San Lorenzo,CA,94580,US,5556143277,ContosoEU
947927,Beatrice,Duran,Beatrice Duran,Beatrice.Duran@eu.contoso.com,947927,112 Front Street,San Lorenzo,CA,94580,US,5554747381,ContosoEU
919639,Keyon,Pacheco,Keyon Pacheco,Keyon.Pacheco@eu.contoso.com,919639,506 College Street,Flushing,NY,11354,US,5551750506,ContosoEU
581628,Conner,Villarreal,Conner Villarreal,Conner.Villarreal@eu.contoso.com,581628,316 Clinton Street,Gallatin,TN,37066,US,5555973305,ContosoEU
147185,Nataly,Hahn,Nataly Hahn,Nataly.Hahn@eu.contoso.com,147185,64 Circle Drive,New Britain,CT,6051,US,5556252583,ContosoEU
305420,Elaine,Smith,Elaine Smith,Elaine.Smith@eu.contoso.com,305420,501 Church Street North,Danville,VA,24540,US,5551932988,ContosoEU
564239,Alena,Hartman,Alena Hartman,Alena.Hartman@eu.contoso.com,564239,358 5th Street North,West Chester,PA,19380,US,5552137201,ContosoEU
720987,Cadence,Pena,Cadence Pena,Cadence.Pena@eu.contoso.com,720987,653 Henry Street,Highland Park,IL,60035,US,5558229716,ContosoEU
286280,Stella,Velazquez,Stella Velazquez,Stella.Velazquez@eu.contoso.com,286280,501 Church Street North,Danville,VA,24540,US,5558992497,ContosoEU
431195,Zack,Tapia,Zack Tapia,Zack.Tapia@eu.contoso.com,431195,859 Riverside Drive,Deland,FL,32720,US,5555843304,ContosoEU
262483,Sergio,Shea,Sergio Shea,Sergio.Shea@eu.contoso.com,262483,653 Henry Street,Highland Park,IL,60035,US,5553302051,ContosoEU
908229,Aracely,Graves,Aracely Graves,Aracely.Graves@eu.contoso.com,908229,722 Academy Street,Wilkes Barre,PA,18702,US,5556744601,ContosoEU
252406,Shamar,Barker,Shamar Barker,Shamar.Barker@eu.contoso.com,252406,316 Clinton Street,Gallatin,TN,37066,US,5555292786,ContosoEU
180666,Zaria,Sampson,Zaria Sampson,Zaria.Sampson@eu.contoso.com,180666,104 Canterbury Court,Pickerington,OH,43147,US,5554942592,ContosoEU
562210,Kendall,Wu,Kendall Wu,Kendall.Wu@eu.contoso.com,562210,381 Lake Avenue,Ankeny,IA,50023,US,5559789912,ContosoEU
196924,Addisyn,Frost,Addisyn Frost,Addisyn.Frost@eu.contoso.com,196924,553 B Street,Freehold,NJ,7728,US,5559299886,ContosoEU
107087,Bennett,Mcgrath,Bennett Mcgrath,Bennett.Mcgrath@eu.contoso.com,107087,683 River Street,Opa Locka,FL,33054,US,5558576183,ContosoEU
481901,Neil,Johnston,Neil Johnston,Neil.Johnston@eu.contoso.com,481901,733 Church Street South,Revere,MA,2151,US,5558498489,ContosoEU
900158,Hugo,Guerra,Hugo Guerra,Hugo.Guerra@eu.contoso.com,900158,653 Henry Street,Highland Park,IL,60035,US,5554869434,ContosoEU
443549,Hillary,Ewing,Hillary Ewing,Hillary.Ewing@eu.contoso.com,443549,683 River Street,Opa Locka,FL,33054,US,5554002687,ContosoEU
178525,Louis,Lucero,Louis Lucero,Louis.Lucero@eu.contoso.com,178525,653 Henry Street,Highland Park,IL,60035,US,5555478039,ContosoEU
620422,Kylie,Morgan,Kylie Morgan,Kylie.Morgan@eu.contoso.com,620422,994 Fairview Avenue,Lexington,NC,27292,US,5559230426,ContosoEU
518193,Karly,Joseph,Karly Joseph,Karly.Joseph@eu.contoso.com,518193,34 Woodland Avenue,Henrico,VA,23228,US,5551952807,ContosoEU
381925,Skyler,Sparks,Skyler Sparks,Skyler.Sparks@eu.contoso.com,381925,222 Bay Street,Lorain,OH,44052,US,5555434469,ContosoEU
553027,Gage,Patrick,Gage Patrick,Gage.Patrick@eu.contoso.com,553027,316 Clinton Street,Gallatin,TN,37066,US,5555283244,ContosoEU
911380,Keenan,Vaughn,Keenan Vaughn,Keenan.Vaughn@eu.contoso.com,911380,683 River Street,Opa Locka,FL,33054,US,5558396114,ContosoEU
224503,Sawyer,Andersen,Sawyer Andersen,Sawyer.Andersen@eu.contoso.com,224503,64 Circle Drive,New Britain,CT,6051,US,5553303014,ContosoEU
756543,Brianna,Acevedo,Brianna Acevedo,Brianna.Acevedo@eu.contoso.com,756543,722 Academy Street,Wilkes Barre,PA,18702,US,5559862168,ContosoEU
833574,Jenny,Horne,Jenny Horne,Jenny.Horne@eu.contoso.com,833574,316 Clinton Street,Gallatin,TN,37066,US,5552258932,ContosoEU
666398,Cory,Davenport,Cory Davenport,Cory.Davenport@eu.contoso.com,666398,722 Academy Street,Wilkes Barre,PA,18702,US,5557114018,ContosoEU
991719,Carissa,Ellis,Carissa Ellis,Carissa.Ellis@eu.contoso.com,991719,222 Bay Street,Lorain,OH,44052,US,5553620674,ContosoEU
165750,Arjun,Campbell,Arjun Campbell,Arjun.Campbell@eu.contoso.com,165750,859 Riverside Drive,Deland,FL,32720,US,5552754979,ContosoEU
129980,Sophia,Olsen,Sophia Olsen,Sophia.Olsen@eu.contoso.com,129980,506 College Street,Flushing,NY,11354,US,5556262794,ContosoEU
253918,Antonio,Dougherty,Antonio Dougherty,Antonio.Dougherty@eu.contoso.com,253918,859 Riverside Drive,Deland,FL,32720,US,5552325820,ContosoEU
531111,Kiera,Bentley,Kiera Bentley,Kiera.Bentley@eu.contoso.com,531111,733 Church Street South,Revere,MA,2151,US,5558276825,ContosoEU
351068,Trevon,Rocha,Trevon Rocha,Trevon.Rocha@eu.contoso.com,351068,683 River Street,Opa Locka,FL,33054,US,5554205511,ContosoEU
495439,Cooper,Hensley,Cooper Hensley,Cooper.Hensley@eu.contoso.com,495439,211 Sycamore Lane,Hanover Park,IL,60133,US,5551623258,ContosoEU
238616,Sarahi,Rasmussen,Sarahi Rasmussen,Sarahi.Rasmussen@eu.contoso.com,238616,316 Clinton Street,Gallatin,TN,37066,US,5554929109,ContosoEU
695447,Juliana,Haley,Juliana Haley,Juliana.Haley@eu.contoso.com,695447,506 College Street,Flushing,NY,11354,US,5555297980,ContosoEU
403813,Makhi,Baker,Makhi Baker,Makhi.Baker@eu.contoso.com,403813,104 Canterbury Court,Pickerington,OH,43147,US,5555901561,ContosoEU
987915,Oswaldo,Mathews,Oswaldo Mathews,Oswaldo.Mathews@eu.contoso.com,987915,733 Church Street South,Revere,MA,2151,US,5551968418,ContosoEU
324772,Landin,Parker,Landin Parker,Landin.Parker@eu.contoso.com,324772,222 Bay Street,Lorain,OH,44052,US,5553217278,ContosoEU
582070,Denzel,Dillon,Denzel Dillon,Denzel.Dillon@eu.contoso.com,582070,211 Sycamore Lane,Hanover Park,IL,60133,US,5559743035,ContosoEU
635680,Dylan,Knight,Dylan Knight,Dylan.Knight@eu.contoso.com,635680,733 Church Street South,Revere,MA,2151,US,5554131909,ContosoEU
316509,Koen,Hardy,Koen Hardy,Koen.Hardy@eu.contoso.com,316509,683 River Street,Opa Locka,FL,33054,US,5559037667,ContosoEU
475186,Callie,Heath,Callie Heath,Callie.Heath@eu.contoso.com,475186,506 College Street,Flushing,NY,11354,US,5552321536,ContosoEU
227310,Chana,Logan,Chana Logan,Chana.Logan@eu.contoso.com,227310,501 Church Street North,Danville,VA,24540,US,5556840374,ContosoEU
280807,Jamie,Kerr,Jamie Kerr,Jamie.Kerr@eu.contoso.com,280807,553 B Street,Freehold,NJ,7728,US,5553568807,ContosoEU
728766,Rayna,Jenkins,Rayna Jenkins,Rayna.Jenkins@eu.contoso.com,728766,64 Circle Drive,New Britain,CT,6051,US,5558979445,ContosoEU
264838,Dominique,Meza,Dominique Meza,Dominique.Meza@eu.contoso.com,264838,112 Front Street,San Lorenzo,CA,94580,US,5555421300,ContosoEU
656600,Jadyn,White,Jadyn White,Jadyn.White@eu.contoso.com,656600,34 Woodland Avenue,Henrico,VA,23228,US,5553103134,ContosoEU
518929,Elsie,Thornton,Elsie Thornton,Elsie.Thornton@eu.contoso.com,518929,461 Orchard Street,Windsor Mill,MD,21244,US,5551030660,ContosoEU
765688,Jack,Cowan,Jack Cowan,Jack.Cowan@eu.contoso.com,765688,64 Circle Drive,New Britain,CT,6051,US,5553376143,ContosoEU
108749,Audrey,George,Audrey George,Audrey.George@eu.contoso.com,108749,683 River Street,Opa Locka,FL,33054,US,5554992563,ContosoEU
186799,Karli,Olson,Karli Olson,Karli.Olson@eu.contoso.com,186799,358 5th Street North,West Chester,PA,19380,US,5559457540,ContosoEU
385272,Sophie,Bender,Sophie Bender,Sophie.Bender@eu.contoso.com,385272,553 B Street,Freehold,NJ,7728,US,5553065676,ContosoEU
582702,Caylee,Berry,Caylee Berry,Caylee.Berry@eu.contoso.com,582702,112 Front Street,San Lorenzo,CA,94580,US,5556921907,ContosoEU
240485,Zoey,Mitchell,Zoey Mitchell,Zoey.Mitchell@eu.contoso.com,240485,211 Sycamore Lane,Hanover Park,IL,60133,US,5559729638,ContosoEU
100614,Terrence,Hanna,Terrence Hanna,Terrence.Hanna@eu.contoso.com,100614,506 College Street,Flushing,NY,11354,US,5554198351,ContosoEU
117376,Jacob,Gaines,Jacob Gaines,Jacob.Gaines@eu.contoso.com,117376,381 Lake Avenue,Ankeny,IA,50023,US,5558053125,ContosoEU
484028,Alice,Anderson,Alice Anderson,Alice.Anderson@eu.contoso.com,484028,222 Bay Street,Lorain,OH,44052,US,5556454407,ContosoEU
